,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,pose
442,"['0.3915238', '0.5479291']","['0.37966517', '0.5577473']","['0.38237014', '0.541569']","['0.3826434', '0.5883675']","['0.38881904', '0.5470143']","['0.4423216', '0.62126505']","['0.44408205', '0.534169']","['0.43960428', '0.67703176']","['0.44264525', '0.46709564']","['0.44269234', '0.7526201']","['0.43468556', '0.41831464']","['0.59691626', '0.6140409']","['0.5994722', '0.5507521']","['0.66870123', '0.65758955']","['0.640353', '0.45474762']","['0.72557515', '0.71298695']","['0.77528', '0.46013525']",w
443,"['0.34811264', '0.4713768']","['0.3412435', '0.48575935']","['0.33975297', '0.47072193']","['0.3489726', '0.5249725']","['0.3444146', '0.48651657']","['0.4146579', '0.57543504']","['0.40410718', '0.43666384']","['0.4285156', '0.6490451']","['0.39219692', '0.34623006']","['0.41819575', '0.7303861']","['0.35239112', '0.2593819']","['0.5898996', '0.54846346']","['0.58921117', '0.47599536']","['0.72468656', '0.64426595']","['0.6614706', '0.33633304']","['0.8508448', '0.7448463']","['0.82338154', '0.33373746']",w
444,"['0.3579928', '0.5107017']","['0.36362314', '0.525416']","['0.36283612', '0.5213025']","['0.39775935', '0.542855']","['0.3875978', '0.5273542']","['0.4621798', '0.5430931']","['0.40820268', '0.4737718']","['0.5640375', '0.55839384']","['0.30887753', '0.4678747']","['0.6526474', '0.5921437']","['0.2467241', '0.48377356']","['0.58941704', '0.4868751']","['0.58867186', '0.41171777']","['0.67748475', '0.5925532']","['0.6075229', '0.28217545']","['0.7488214', '0.69562495']","['0.7457406', '0.27327895']",w
445,"['0.31881723', '0.521005']","['0.30910993', '0.53224826']","['0.30744958', '0.5278011']","['0.3214778', '0.5715174']","['0.31755644', '0.5551232']","['0.36959404', '0.6102086']","['0.3781621', '0.51042855']","['0.37320173', '0.7188093']","['0.37033558', '0.42850608']","['0.36860538', '0.8114119']","['0.35745344', '0.33464667']","['0.56443053', '0.611444']","['0.56227607', '0.53958225']","['0.6342604', '0.714726']","['0.6049069', '0.41994476']","['0.72908455', '0.8492428']","['0.73512876', '0.4393208']",w
446,"['0.2699339', '0.4098269']","['0.2582205', '0.4224834']","['0.2562712', '0.4095501']","['0.26459745', '0.4618783']","['0.25918442', '0.43322802']","['0.3159296', '0.5185096']","['0.32498503', '0.38430014']","['0.3257542', '0.6317466']","['0.32116678', '0.28039637']","['0.31608784', '0.73090684']","['0.30674413', '0.18438184']","['0.52738', '0.50280064']","['0.5294123', '0.4302477']","['0.6403496', '0.6298122']","['0.55007577', '0.27928007']","['0.7295464', '0.77063996']","['0.720022', '0.2893619']",w
447,"['0.2847659', '0.5639237']","['0.27183193', '0.5541339']","['0.2713267', '0.54942757']","['0.28082806', '0.524968']","['0.28116745', '0.51413834']","['0.35122648', '0.5723175']","['0.34834373', '0.4632589']","['0.34617782', '0.6699596']","['0.34857383', '0.3499922']","['0.33732188', '0.757526']","['0.3385807', '0.2637985']","['0.552438', '0.5642753']","['0.55296814', '0.48657367']","['0.57481676', '0.69197047']","['0.6533314', '0.36765978']","['0.7302153', '0.7028996']","['0.7372125', '0.24723396']",w
448,"['0.13819885', '0.54993945']","['0.12194671', '0.5588276']","['0.12052802', '0.5288876']","['0.13452718', '0.54708403']","['0.13338089', '0.48151344']","['0.24252932', '0.58026975']","['0.23158807', '0.43783236']","['0.25485897', '0.6665783']","['0.24736807', '0.3710126']","['0.23306729', '0.75822574']","['0.22052746', '0.310925']","['0.4894045', '0.5372487']","['0.49365076', '0.43968987']","['0.59577954', '0.66480684']","['0.64276934', '0.3875405']","['0.8125212', '0.6485752']","['0.7573233', '0.30330393']",w
449,"['0.2824779', '0.2807277']","['0.26857802', '0.29596588']","['0.26632082', '0.29255226']","['0.2831759', '0.3499928']","['0.2796874', '0.3420922']","['0.36108264', '0.41036606']","['0.35434413', '0.27627456']","['0.39308262', '0.5249513']","['0.3871331', '0.17663683']","['0.43347836', '0.6194482']","['0.40736687', '0.08328273']","['0.5561178', '0.41295096']","['0.55532116', '0.33599544']","['0.6600833', '0.5335136']","['0.59449476', '0.19694157']","['0.759767', '0.668335']","['0.7373302', '0.20152697']",w
450,"['0.34985822', '0.43117794']","['0.3380804', '0.4389006']","['0.33752918', '0.4402301']","['0.34014636', '0.47190922']","['0.33899608', '0.47267646']","['0.3912353', '0.5162501']","['0.39728478', '0.43655393']","['0.38773572', '0.61117554']","['0.3951527', '0.3408934']","['0.39347124', '0.6963427']","['0.39207917', '0.26628017']","['0.5586115', '0.5181841']","['0.56403255', '0.47166625']","['0.6508426', '0.6258242']","['0.6123542', '0.35394982']","['0.72971046', '0.74143606']","['0.73738456', '0.38301528']",w
451,"['0.27454257', '0.37725884']","['0.25921205', '0.3717298']","['0.2630012', '0.35936692']","['0.27103722', '0.35176998']","['0.2789329', '0.32500526']","['0.3367787', '0.4012']","['0.34113044', '0.28347737']","['0.32962346', '0.49930498']","['0.3444177', '0.18174055']","['0.32334027', '0.57607216']","['0.33193144', '0.09673643']","['0.5358923', '0.37924862']","['0.5369315', '0.3058311']","['0.59753597', '0.49716288']","['0.6368363', '0.2136452']","['0.7385923', '0.49061984']","['0.7244104', '0.12325239']",w
452,"['0.30843806', '0.57269835']","['0.2978519', '0.5653809']","['0.29750648', '0.5606545']","['0.31056833', '0.5404241']","['0.31322002', '0.5222568']","['0.3882165', '0.5788888']","['0.39222458', '0.47840434']","['0.3759617', '0.6792997']","['0.38527924', '0.37516385']","['0.3730684', '0.7491101']","['0.37122056', '0.2836531']","['0.5895785', '0.57730544']","['0.58662593', '0.51044184']","['0.64030135', '0.70678717']","['0.7145725', '0.396947']","['0.79913926', '0.6876928']","['0.8219401', '0.26918903']",w
453,"['0.2091288', '0.37048176']","['0.20113635', '0.37884977']","['0.20113003', '0.37399572']","['0.20785093', '0.41667548']","['0.21017423', '0.39772165']","['0.2587917', '0.45625335']","['0.27088943', '0.35867316']","['0.2679688', '0.54606926']","['0.27017105', '0.26806197']","['0.26069036', '0.61524206']","['0.25318792', '0.1962354']","['0.43681815', '0.4593952']","['0.44064507', '0.40314552']","['0.4908485', '0.55305374']","['0.43312156', '0.2802687']","['0.5595094', '0.64547527']","['0.5675303', '0.28330657']",w
454,"['0.27606082', '0.6067532']","['0.25689736', '0.5947723']","['0.25834364', '0.5957214']","['0.25978634', '0.555793']","['0.263508', '0.554977']","['0.33785695', '0.5980978']","['0.3375118', '0.49018016']","['0.34813127', '0.7248285']","['0.37956813', '0.3533565']","['0.33534148', '0.81839967']","['0.38439244', '0.19884355']","['0.57457423', '0.5667203']","['0.56600744', '0.57175']","['0.71506417', '0.40830815']","['0.59135574', '0.77637535']","['0.8256646', '0.23823583']","['0.7784392', '0.786892']",w
455,"['0.3839827', '0.43219715']","['0.3586385', '0.4479045']","['0.36200306', '0.4218241']","['0.32970798', '0.49195713']","['0.3422543', '0.428272']","['0.36647525', '0.5653657']","['0.36590838', '0.4161223']","['0.40409234', '0.6295681']","['0.38683018', '0.316846']","['0.40511107', '0.5825441']","['0.38013795', '0.22758317']","['0.44384643', '0.6264338']","['0.44851914', '0.5487779']","['0.6344352', '0.61159146']","['0.42545906', '0.6505249']","['0.8209952', '0.5788173']","['0.39137426', '0.70548815']",w
456,"['0.25247175', '0.42023543']","['0.23117648', '0.43434018']","['0.23056908', '0.42902955']","['0.2356158', '0.49061936']","['0.23391797', '0.47374323']","['0.31923932', '0.57921314']","['0.3284701', '0.4060881']","['0.33696198', '0.7299634']","['0.33170074', '0.26943216']","['0.34143615', '0.8668195']","['0.33200276', '0.13426988']","['0.5837696', '0.57474244']","['0.5825135', '0.46141592']","['0.69916064', '0.7380993']","['0.6405033', '0.27860868']","['0.8012789', '0.8988494']","['0.82883877', '0.2940172']",w
457,"['0.4206269', '0.5261195']","['0.41582927', '0.532116']","['0.41251045', '0.5193475']","['0.41875896', '0.5242486']","['0.41168362', '0.4995523']","['0.4401988', '0.5280428']","['0.4255288', '0.48194695']","['0.45152038', '0.5593495']","['0.4052702', '0.40879983']","['0.45006552', '0.6167951']","['0.4355779', '0.42569906']","['0.53028184', '0.47576678']","['0.5244866', '0.44730148']","['0.58560133', '0.5245618']","['0.57438856', '0.42680672']","['0.6726837', '0.5255352']","['0.6476821', '0.37944016']",w
458,"['0.28485593', '0.43898228']","['0.26908833', '0.45020992']","['0.26659206', '0.44747636']","['0.27797607', '0.48871493']","['0.276193', '0.486428']","['0.36009544', '0.5599295']","['0.35760266', '0.42086425']","['0.3812529', '0.6574635']","['0.3518609', '0.30731308']","['0.36621645', '0.77335507']","['0.33045742', '0.21260966']","['0.5608898', '0.5178293']","['0.5662814', '0.44602793']","['0.7011643', '0.64374137']","['0.62783676', '0.30771652']","['0.8031405', '0.77533114']","['0.7854552', '0.3232588']",w
459,"['0.30760893', '0.48603085']","['0.2949375', '0.49638903']","['0.29266617', '0.49022526']","['0.29705805', '0.5474994']","['0.2943914', '0.5255684']","['0.36637172', '0.61843663']","['0.3763106', '0.47283098']","['0.3697554', '0.73215663']","['0.3895744', '0.35552925']","['0.37387422', '0.8414092']","['0.40129066', '0.24653395']","['0.56877226', '0.56979024']","['0.56154174', '0.487737']","['0.56259143', '0.7332217']","['0.6641138', '0.34376']","['0.7358232', '0.78791606']","['0.7409011', '0.18966289']",w
460,"['0.30077663', '0.45771003']","['0.29330406', '0.4701816']","['0.28937972', '0.4630493']","['0.305354', '0.5107446']","['0.29799256', '0.48778975']","['0.3624317', '0.5567344']","['0.35552365', '0.43779242']","['0.37294656', '0.658176']","['0.36715093', '0.34628567']","['0.3718814', '0.7418587']","['0.36246845', '0.2504008']","['0.5437948', '0.5168752']","['0.5406394', '0.45081955']","['0.6476143', '0.6278814']","['0.57977134', '0.30852017']","['0.7277279', '0.7432994']","['0.7223235', '0.32064617']",w
461,"['0.36165437', '0.55827874']","['0.3492227', '0.56202763']","['0.34853196', '0.54752463']","['0.35539305', '0.54659253']","['0.3555451', '0.5142012']","['0.40777084', '0.5744028']","['0.4083192', '0.47424674']","['0.3977735', '0.63700885']","['0.4055633', '0.40013635']","['0.3728618', '0.7131327']","['0.37550843', '0.32402217']","['0.58195174', '0.5456206']","['0.5818488', '0.48188773']","['0.6001465', '0.66251796']","['0.6664222', '0.38203037']","['0.73339206', '0.6588118']","['0.73623466', '0.27878']",w
462,"['0.41808802', '0.5393354']","['0.41066313', '0.5355391']","['0.4112688', '0.5313053']","['0.41736847', '0.51855874']","['0.4166596', '0.50989956']","['0.4516561', '0.5403571']","['0.44384444', '0.47875857']","['0.45949107', '0.5795188']","['0.4623561', '0.42769817']","['0.45754537', '0.6454652']","['0.46491325', '0.34913966']","['0.55763876', '0.5130554']","['0.56234986', '0.47813177']","['0.5752902', '0.6058375']","['0.60617894', '0.4229202']","['0.658199', '0.6014565']","['0.66529053', '0.3543954']",w
463,"['0.25093585', '0.43910915']","['0.24191214', '0.44835386']","['0.23780262', '0.45202097']","['0.25475845', '0.49234366']","['0.250638', '0.48737228']","['0.32370692', '0.5602662']","['0.3165462', '0.4323126']","['0.34306315', '0.6719382']","['0.3162965', '0.314151']","['0.3645621', '0.7922347']","['0.3057227', '0.21592516']","['0.50351554', '0.5540597']","['0.5058776', '0.47878024']","['0.61076945', '0.6694184']","['0.56231844', '0.34534854']","['0.7202201', '0.7941709']","['0.7162958', '0.33821508']",w
464,"['0.27332336', '0.52629435']","['0.2584101', '0.53952956']","['0.2579808', '0.5312342']","['0.26384562', '0.5844489']","['0.25938126', '0.56684947']","['0.3261624', '0.64891386']","['0.32963774', '0.5074685']","['0.3424739', '0.7544428']","['0.3341516', '0.4124374']","['0.33074367', '0.84993386']","['0.3133605', '0.30809936']","['0.5342968', '0.6084728']","['0.52596724', '0.5234881']","['0.62023574', '0.72481906']","['0.5597333', '0.3799749']","['0.7203705', '0.86713344']","['0.7179912', '0.34426954']",w
465,"['0.37086642', '0.4704475']","['0.35922384', '0.48558566']","['0.35662323', '0.4802095']","['0.36825466', '0.532799']","['0.3649863', '0.5184929']","['0.4456673', '0.5871156']","['0.45176724', '0.4466039']","['0.44585913', '0.7127361']","['0.4404379', '0.34245807']","['0.43441653', '0.8388837']","['0.42587107', '0.23729098']","['0.65907574', '0.566156']","['0.65350914', '0.4810363']","['0.75901794', '0.69861066']","['0.6631994', '0.32716197']","['0.85711807', '0.8470357']","['0.8458801', '0.31154284']",w
466,"['0.35266095', '0.5186399']","['0.3361713', '0.51223844']","['0.3364387', '0.49683213']","['0.34378767', '0.48386076']","['0.3476691', '0.44604814']","['0.42676935', '0.54559296']","['0.42251638', '0.38106936']","['0.42232352', '0.67266464']","['0.43285513', '0.25110558']","['0.41103673', '0.7890132']","['0.43668357', '0.13718578']","['0.6477348', '0.50482786']","['0.6436619', '0.4091172']","['0.68061775', '0.6735715']","['0.7550444', '0.26836866']","['0.8691312', '0.6910058']","['0.85756224', '0.120954916']",w
467,"['0.19824512', '0.3536012']","['0.18118308', '0.35412386']","['0.18344888', '0.34252807']","['0.18792668', '0.34080285']","['0.19651952', '0.30764616']","['0.24237795', '0.37303174']","['0.2553851', '0.2866819']","['0.23004876', '0.45204768']","['0.26784512', '0.24625969']","['0.23031232', '0.5544277']","['0.24139751', '0.10241642']","['0.39311755', '0.36082646']","['0.39520624', '0.31337917']","['0.4365619', '0.48594192']","['0.48335022', '0.23200467']","['0.56618124', '0.4763547']","['0.5604788', '0.12420378']",w
468,"['0.37142828', '0.37639138']","['0.35824037', '0.38745624']","['0.35458916', '0.38212273']","['0.3645701', '0.43033454']","['0.35877347', '0.41576326']","['0.42453772', '0.44756383']","['0.42026326', '0.39985177']","['0.30560678', '0.4215532']","['0.31176203', '0.39778364']","['0.21145925', '0.43335637']","['0.21539636', '0.39586046']","['0.6236194', '0.4488419']","['0.62267435', '0.39597613']","['0.70698863', '0.5733671']","['0.6647078', '0.26301438']","['0.75980824', '0.66765827']","['0.80145323', '0.22745967']",w
469,"['0.26293826', '0.30974808']","['0.26010668', '0.32181746']","['0.26000416', '0.30723417']","['0.25859055', '0.3247134']","['0.2584857', '0.2987577']","['0.29056308', '0.32731318']","['0.2826297', '0.272241']","['0.29865575', '0.37741458']","['0.26095858', '0.21552978']","['0.30074733', '0.4046386']","['0.24350236', '0.16293815']","['0.39493847', '0.29608536']","['0.383177', '0.2746723']","['0.39735338', '0.26842046']","['0.39045176', '0.26271427']","['0.44985566', '0.1417922']","['0.47936782', '0.3036996']",w
470,"['0.328952', '0.49998006']","['0.31904027', '0.49908337']","['0.32168883', '0.5022292']","['0.32120597', '0.5035961']","['0.3221636', '0.5125665']","['0.34736758', '0.5028895']","['0.34236366', '0.51328903']","['0.34538037', '0.43729573']","['0.3549869', '0.48415112']","['0.33521286', '0.39899155']","['0.33467478', '0.40132838']","['0.43473473', '0.512603']","['0.43675235', '0.52369905']","['0.46329895', '0.44723088']","['0.47492567', '0.55906284']","['0.55171335', '0.44099084']","['0.51950884', '0.6049186']",w
471,"['0.46244296', '0.36027536']","['0.45259887', '0.35704616']","['0.45444733', '0.36254102']","['0.4615014', '0.34467044']","['0.46197233', '0.36103618']","['0.49311575', '0.33445823']","['0.4811857', '0.37678126']","['0.49134773', '0.28894746']","['0.47515497', '0.44667214']","['0.47308993', '0.3209036']","['0.45869493', '0.48410508']","['0.56037825', '0.33637044']","['0.5594308', '0.36010736']","['0.59088296', '0.31451145']","['0.5842402', '0.42111817']","['0.6292122', '0.2623412']","['0.64172363', '0.4198734']",w
472,"['0.3317469', '0.4645677']","['0.3204267', '0.4777236']","['0.31698686', '0.46931556']","['0.32570168', '0.5176105']","['0.32116374', '0.49571645']","['0.39031735', '0.5557504']","['0.38859463', '0.4579342']","['0.38651764', '0.6512122']","['0.3854806', '0.35696375']","['0.38596767', '0.72523403']","['0.38465622', '0.29163095']","['0.57618743', '0.5563198']","['0.57682055', '0.49481145']","['0.6431931', '0.6734772']","['0.5869731', '0.37634468']","['0.7213526', '0.7917543']","['0.72114635', '0.3654909']",w
473,"['0.37750873', '0.44892487']","['0.36630204', '0.45852762']","['0.3640001', '0.448347']","['0.37151957', '0.49645653']","['0.36684033', '0.46896315']","['0.4343037', '0.54715663']","['0.42760268', '0.4270206']","['0.45390916', '0.61478525']","['0.43167886', '0.35179248']","['0.46358266', '0.7107918']","['0.4087996', '0.2644698']","['0.60587007', '0.5203888']","['0.60454005', '0.44846222']","['0.72580886', '0.5871291']","['0.697949', '0.35865042']","['0.8205511', '0.64303344']","['0.81550676', '0.37735668']",w
474,"['0.29724053', '0.6168955']","['0.3166304', '0.6384078']","['0.30572632', '0.63369197']","['0.36743313', '0.63213897']","['0.34975103', '0.6271439']","['0.41945395', '0.602449']","['0.33958116', '0.5167397']","['0.57393473', '0.6634483']","['0.21315844', '0.59499854']","['0.6893718', '0.7188102']","['0.13792443', '0.6767825']","['0.5908578', '0.5356514']","['0.5991411', '0.4441782']","['0.726675', '0.7050541']","['0.6233146', '0.23853868']","['0.8295785', '0.8433801']","['0.83046913', '0.20343491']",w
475,"['0.2649775', '0.41465533']","['0.2515041', '0.42669687']","['0.24903622', '0.42294535']","['0.25782678', '0.4680565']","['0.2562309', '0.460461']","['0.32944816', '0.53296995']","['0.33063954', '0.40783286']","['0.32619303', '0.64954406']","['0.31153548', '0.2969094']","['0.33248657', '0.73928005']","['0.31013906', '0.19608769']","['0.52350765', '0.5198977']","['0.53348494', '0.45078075']","['0.63304245', '0.6337122']","['0.59475356', '0.3270956']","['0.74316233', '0.72453153']","['0.72138906', '0.30320212']",w
